m, W/sr m3
1.433499999999999912e-06,1.976250350000016915e+05
1.433999999999999950e-06,2.159287499999996508e+05
1.434500000000000199e-06,2.088203124999997090e+05
1.435000000000000025e-06,2.099619625000001106e+05
1.435500000000000063e-06,2.166212950000004203e+05
1.435999999999999888e-06,2.317004400000003225e+05
1.436500000000000138e-06,2.226008824999997742e+05
1.436999999999999964e-06,2.040135549999997893e+05
1.437500000000000001e-06,1.775728125000000000e+05
1.438000000000000039e-06,1.775349849999999278e+05
1.438499999999999864e-06,1.903260312499996217e+05
1.439000000000000114e-06,2.169909374999994470e+05
1.439499999999999940e-06,2.274259224999998696e+05
1.439999999999999977e-06,2.308457000000000407e+05
1.440499999999999803e-06,2.298789525000000431e+05
1.441000000000000052e-06,2.233967125000004307e+05
1.441500000000000090e-06,2.142674112500006158e+05
1.441999999999999916e-06,2.033878650000006892e+05
1.442499999999999953e-06,2.092850874999990920e+05
1.442999999999999991e-06,2.249189074999980512e+05
1.443500000000000028e-06,2.507268337500023190e+05
1.443999999999999854e-06,2.679481600000010803e+05
1.444499999999999892e-06,2.749646112499980954e+05
1.445000000000000141e-06,2.494198624999982421e+05
1.445499999999999967e-06,2.181583024999978661e+05
1.446000000000000004e-06,1.891928950000004552e+05
1.446499999999999830e-06,1.975160487500004238e+05
1.447000000000000080e-06,2.281836500000018568e+05
1.447499999999999905e-06,2.728101562500015716e+05
1.447999999999999943e-06,3.178247500000012224e+05
1.448499999999999981e-06,3.437369537500002771e+05
1.449000000000000018e-06,3.531023199999995995e+05
1.449500000000000056e-06,3.234571599999997998e+05
1.449999999999999881e-06,2.735897500000000000e+05
1.450499999999999919e-06,2.102996012500002107e+05
1.451000000000000168e-06,1.817263275000003923e+05
1.451499999999999994e-06,1.883909137499992503e+05
1.452000000000000032e-06,2.247348399999990361e+05
1.452499999999999858e-06,2.600072374999987951e+05
1.453000000000000107e-06,2.996574699999982258e+05
1.453499999999999933e-06,3.433655924999980489e+05
1.453999999999999970e-06,3.842030699999977369e+05
1.454500000000000008e-06,3.896372025000019348e+05
1.455000000000000045e-06,3.587184750000021304e+05
1.455500000000000083e-06,3.196988062500029337e+05
1.455999999999999909e-06,3.114043200000023935e+05
1.456499999999999946e-06,3.381003050000022049e+05
1.456999999999999984e-06,3.637058600000019069e+05
1.457500000000000021e-06,3.848021375000010594e+05
1.458000000000000059e-06,4.003190300000009593e+05
1.458499999999999885e-06,4.377121812500021188e+05
1.459000000000000134e-06,4.594470049999998882e+05
1.459499999999999960e-06,4.573191024999999208e+05
1.459999999999999997e-06,4.068803999999981024e+05
1.460499999999999823e-06,3.570798199999988428e+05
1.461000000000000073e-06,3.158072399999991758e+05
1.461500000000000110e-06,3.212901162500001374e+05
1.461999999999999936e-06,3.351177350000001024e+05
1.462499999999999974e-06,3.525767187500000000e+05
1.463000000000000011e-06,3.383499075000001467e+05
1.463500000000000049e-06,3.356535174999996088e+05
1.463999999999999874e-06,3.646546199999994133e+05
1.464499999999999912e-06,4.007464512499989942e+05
1.465000000000000161e-06,4.101014250000017346e+05
1.465499999999999987e-06,3.600064475000020466e+05
1.466000000000000025e-06,3.023310550000028452e+05
1.466499999999999851e-06,2.544722662500011211e+05
1.467000000000000100e-06,2.341117175000012503e+05
1.467499999999999926e-06,2.460884874999985623e+05
1.467999999999999963e-06,2.726200799999968731e+05
1.468500000000000001e-06,3.143158600000037113e+05
1.469000000000000038e-06,3.202080124999995460e+05
1.469500000000000076e-06,3.043719487499964307e+05
1.469999999999999902e-06,2.568869249999967287e+05
1.470499999999999939e-06,2.223959599999981583e+05
1.471000000000000189e-06,1.996916100000001315e+05
1.471500000000000014e-06,2.017520650000001187e+05
1.472000000000000052e-06,2.128642500000006403e+05
1.472499999999999878e-06,2.274364625000004889e+05
1.473000000000000127e-06,2.411071450000003970e+05
1.473499999999999953e-06,2.701536000000007334e+05
1.473999999999999990e-06,3.129318750000010477e+05
1.474499999999999816e-06,3.875374062500005239e+05
1.475000000000000066e-06,4.284768750000000000e+05
1.475500000000000103e-06,4.399017137500004028e+05
1.475999999999999929e-06,3.812812400000008056e+05
1.476499999999999967e-06,3.320677000000008848e+05
1.477000000000000004e-06,2.919840150000003632e+05
1.477500000000000042e-06,2.783503625000004540e+05
1.478000000000000079e-06,2.843349099999992177e+05
1.478499999999999905e-06,3.041234574999984470e+05
1.479000000000000154e-06,3.364070049999982002e+05
1.479499999999999980e-06,3.339005375000016647e+05
1.480000000000000018e-06,3.077853000000011525e+05
1.480499999999999844e-06,2.911786675000012619e+05
1.481000000000000093e-06,2.977683550000021933e+05
1.481500000000000130e-06,3.217618562500011176e+05
1.481999999999999956e-06,3.350232250000010245e+05
1.482499999999999994e-06,3.592521062500022817e+05
1.483000000000000031e-06,3.926385625000015134e+05
1.483500000000000069e-06,4.174850312500013970e+05
1.483999999999999895e-06,4.192893599999990547e+05
1.484499999999999932e-06,3.993330937499994179e+05
1.485000000000000182e-06,3.850996874999995343e+05
1.485500000000000007e-06,3.761861412499999278e+05
1.486000000000000045e-06,3.728183949999999604e+05
1.486499999999999871e-06,3.482387849999996251e+05
1.487000000000000120e-06,3.256794124999998021e+05
1.487499999999999946e-06,3.060105312500000000e+05
1.487999999999999983e-06,3.313293199999998324e+05
1.488500000000000021e-06,3.665275737499993993e+05
1.489000000000000059e-06,4.114416574999990407e+05
1.489500000000000096e-06,4.421560212499991758e+05
1.489999999999999922e-06,4.753491749999987078e+05
1.490499999999999960e-06,5.135674412499984028e+05
1.491000000000000209e-06,5.266512724999994971e+05
1.491500000000000035e-06,5.179470375000021304e+05
1.492000000000000072e-06,4.795218000000023749e+05
1.492499999999999898e-06,4.677352500000005821e+05
1.493000000000000147e-06,4.733646074999977718e+05
1.493499999999999973e-06,5.027366712500026333e+05
1.494000000000000011e-06,5.226088250000015250e+05
1.494499999999999837e-06,5.308345524999991758e+05
1.495000000000000086e-06,5.197797749999992084e+05
1.495500000000000123e-06,5.027353912499988219e+05
1.495999999999999949e-06,4.949788200000008219e+05
1.496499999999999987e-06,5.098185925000006682e+05
1.497000000000000024e-06,5.348626625000011409e+05
1.497500000000000062e-06,5.558077812500002328e+05
1.498000000000000100e-06,5.609093250000001863e+05
1.498499999999999925e-06,5.616661087500000140e+05
1.499000000000000175e-06,5.649416100000002189e+05
1.499500000000000000e-06,5.784073050000000512e+05
1.500000000000000038e-06,5.983685000000000000e+05
1.500499999999999864e-06,6.184722399999998743e+05
1.500999999999999901e-06,6.325224799999997485e+05
1.501500000000000151e-06,6.372692399999999907e+05
1.501999999999999977e-06,6.340961550000006100e+05
1.502500000000000014e-06,6.148795687500006752e+05
1.502999999999999840e-06,5.738611200000020908e+05
1.503500000000000089e-06,5.236437562500024214e+05
1.503999999999999915e-06,4.727506500000028173e+05
1.504499999999999953e-06,4.548362475000001723e+05
1.504999999999999990e-06,4.628205374999959022e+05
1.505500000000000028e-06,5.222715412499954691e+05
1.506000000000000065e-06,5.887534500000062399e+05
1.506499999999999891e-06,6.526518687500022352e+05
1.506999999999999929e-06,6.799185125000020489e+05
1.507499999999999966e-06,6.730875999999982305e+05
1.508000000000000004e-06,6.426381599999964237e+05
1.508500000000000041e-06,5.840527324999967823e+05
1.508999999999999867e-06,5.553565524999995250e+05
1.509500000000000116e-06,5.519442075000022305e+05
1.509999999999999942e-06,6.054168500000017229e+05
1.510499999999999980e-06,6.425742925000006799e+05
1.510999999999999806e-06,6.661138000000000466e+05
1.511500000000000055e-06,6.637861999999999534e+05
1.512000000000000093e-06,6.615074399999999441e+05
1.512499999999999918e-06,6.582476250000000000e+05
1.512999999999999956e-06,6.344346900000001770e+05
1.513499999999999993e-06,6.113826712500003632e+05
1.514000000000000031e-06,5.898047549999997718e+05
1.514499999999999857e-06,6.032393712499996182e+05
1.514999999999999894e-06,6.261017124999988591e+05
1.515500000000000144e-06,6.580076862499986310e+05
1.515999999999999970e-06,6.601945199999999022e+05
1.516500000000000007e-06,6.493154062500013970e+05
1.516999999999999833e-06,6.246673125000015134e+05
1.517500000000000082e-06,6.191044750000003260e+05
1.518000000000000120e-06,6.193613599999995204e+05
1.518499999999999946e-06,6.258098700000005774e+05
1.518999999999999983e-06,6.146996749999989988e+05
1.519500000000000021e-06,6.065374374999997672e+05
1.520000000000000058e-06,6.033964999999997672e+05
1.520499999999999884e-06,6.298009425000017509e+05
1.520999999999999922e-06,6.559277050000012387e+05
1.521500000000000171e-06,6.782105075000011129e+05
1.521999999999999997e-06,6.824546950000000652e+05
1.522500000000000034e-06,6.858117312500001863e+05
1.522999999999999860e-06,6.909410475000001024e+05
1.523500000000000109e-06,6.915700037500000326e+05
1.523999999999999935e-06,6.876859999999998836e+05
1.524499999999999973e-06,6.770068124999998836e+05
1.525000000000000010e-06,6.650237500000000000e+05
1.525500000000000048e-06,6.519183512500000652e+05
1.526000000000000086e-06,6.370660150000002468e+05
1.526499999999999911e-06,6.261980262500002282e+05
1.526999999999999949e-06,6.229866749999996973e+05
1.527499999999999986e-06,6.346841874999996508e+05
1.528000000000000024e-06,6.518677299999991665e+05
1.528500000000000062e-06,6.663476912499996834e+05
1.528999999999999887e-06,6.708448524999996880e+05
1.529500000000000137e-06,6.694035775000002468e+05
1.529999999999999963e-06,6.662125500000002794e+05
1.530500000000000000e-06,6.628970425000002142e+05
1.530999999999999826e-06,6.604825074999998324e+05
1.531500000000000075e-06,6.594881562500002328e+05
1.532000000000000113e-06,6.620505000000002328e+05
1.532499999999999939e-06,6.672924437500004424e+05
1.532999999999999976e-06,6.715239574999997858e+05
1.533500000000000014e-06,6.684286462499998743e+05
1.534000000000000051e-06,6.539519949999990640e+05
1.534499999999999877e-06,6.356926599999994505e+05
1.534999999999999915e-06,6.217587999999995809e+05
1.535500000000000164e-06,6.237950550000001676e+05
1.535999999999999990e-06,6.339374900000001071e+05
1.536500000000000027e-06,6.468047537500001490e+05
1.536999999999999853e-06,6.543163699999999953e+05
1.537500000000000102e-06,6.590237812500000000e+05
1.537999999999999928e-06,6.639031450000000186e+05
1.538499999999999966e-06,6.656664612500000512e+05
1.539000000000000003e-06,6.650276325000000652e+05
1.539500000000000041e-06,6.601099162500001257e+05
1.540000000000000079e-06,6.576185999999999767e+05
1.540499999999999904e-06,6.567180899999999674e+05
1.540999999999999942e-06,6.558769799999999814e+05
1.541500000000000191e-06,6.534103050000001676e+05
1.542000000000000017e-06,6.499025100000001257e+05
1.542500000000000055e-06,6.482348375000001397e+05
1.542999999999999880e-06,6.457116250000002328e+05
1.543500000000000130e-06,6.420589087499986636e+05
1.543999999999999956e-06,6.286018099999988917e+05
1.544499999999999993e-06,6.192810312499995343e+05
1.545000000000000031e-06,6.140061500000009546e+05
1.545500000000000068e-06,6.292492850000008475e+05
1.546000000000000106e-06,6.424361900000005262e+05
1.546499999999999932e-06,6.536205725000005914e+05
1.546999999999999969e-06,6.552751500000000233e+05
1.547500000000000007e-06,6.567794312500000233e+05
1.548000000000000044e-06,6.581806199999999953e+05
1.548500000000000082e-06,6.587372824999999721e+05
1.548999999999999908e-06,6.587947974999999860e+05
1.549500000000000157e-06,6.582915862500000512e+05
1.549999999999999983e-06,6.567102500000000000e+05
1.550500000000000020e-06,6.549189637499999953e+05
1.550999999999999846e-06,6.529345524999999907e+05
1.551500000000000095e-06,6.497709925000000512e+05
1.552000000000000133e-06,6.469858000000000466e+05
1.552499999999999959e-06,6.448962500000001164e+05
1.552999999999999996e-06,6.461294399999999441e+05
1.553500000000000034e-06,6.470079912499999627e+05
1.554000000000000072e-06,6.466978649999998743e+05
1.554499999999999897e-06,6.429296625000002095e+05
1.554999999999999935e-06,6.358013750000008149e+05
1.555500000000000184e-06,6.235880875000009546e+05
1.556000000000000010e-06,6.088318399999986868e+05
1.556500000000000048e-06,5.999544075000003213e+05
1.556999999999999873e-06,6.036825350000002654e+05
1.557500000000000123e-06,6.168724562500010943e+05
1.557999999999999949e-06,6.293107950000003912e+05
1.558499999999999986e-06,6.355258837500003865e+05
1.559000000000000024e-06,6.365588125000000000e+05
1.559500000000000061e-06,6.360926174999999348e+05
1.560000000000000099e-06,6.351629000000000233e+05
1.560499999999999925e-06,6.343200949999999721e+05
1.560999999999999962e-06,6.335048599999999860e+05
1.561500000000000212e-06,6.326954899999999907e+05
1.562000000000000037e-06,6.308292950000000419e+05
1.562500000000000075e-06,6.286056562500001164e+05
1.562999999999999901e-06,6.263739375000000000e+05
1.563499999999999938e-06,6.253553712499999674e+05
1.563999999999999976e-06,6.247971600000000326e+05
1.564500000000000013e-06,6.242311300000000047e+05
1.565000000000000051e-06,6.235874000000000233e+05
1.565499999999999877e-06,6.228095475000001024e+05
1.566000000000000126e-06,6.215941700000000419e+05
1.566499999999999952e-06,6.196424800000000978e+05
1.566999999999999989e-06,6.170884675000002608e+05
1.567499999999999815e-06,6.132591687500003027e+05
1.568000000000000065e-06,6.073684500000006519e+05
1.568500000000000102e-06,5.995395649999987800e+05
1.568999999999999928e-06,5.865288099999988917e+05
1.569499999999999966e-06,5.649836337499979418e+05
1.570000000000000003e-06,5.374956749999976018e+05
1.570500000000000041e-06,5.034604762499979115e+05
1.570999999999999866e-06,4.828699199999993434e+05
1.571499999999999904e-06,4.732729387500005541e+05
1.572000000000000153e-06,4.849327600000004168e+05
1.572499999999999979e-06,4.940363000000002212e+05
1.573000000000000017e-06,5.010717850000000908e+05
1.573499999999999843e-06,5.053315575000001118e+05
1.574000000000000092e-06,5.144403550000001560e+05
1.574499999999999918e-06,5.276134325000001118e+05
1.574999999999999955e-06,5.438973750000000000e+05
1.575499999999999993e-06,5.549291424999999581e+05
1.576000000000000030e-06,5.610175800000000745e+05
1.576500000000000068e-06,5.516661825000002282e+05
1.576999999999999894e-06,5.404168750000003492e+05
1.577499999999999931e-06,5.272910625000004657e+05
1.577999999999999969e-06,5.214416450000002515e+05
1.578500000000000006e-06,5.187390874999999651e+05
1.579000000000000044e-06,5.193937249999999767e+05
1.579499999999999870e-06,5.220227387499998440e+05
1.580000000000000119e-06,5.255336999999997206e+05
1.580499999999999945e-06,5.300229262499996694e+05
1.580999999999999982e-06,5.355623100000005215e+05
1.581499999999999808e-06,5.408529537500004517e+05
1.582000000000000058e-06,5.457257050000004238e+05
1.582500000000000095e-06,5.500758687500002561e+05
1.582999999999999921e-06,5.541972575000001816e+05
1.583499999999999959e-06,5.580516837500002002e+05
1.583999999999999996e-06,5.625427200000002049e+05
1.584500000000000034e-06,5.667624025000002002e+05
1.584999999999999859e-06,5.704138250000000698e+05
1.585499999999999897e-06,5.716577924999999814e+05
1.586000000000000146e-06,5.717360799999999581e+05
1.586499999999999972e-06,5.703659699999999721e+05
1.587000000000000010e-06,5.671510925000000279e+05
1.587499999999999836e-06,5.606187812500000000e+05
1.588000000000000085e-06,5.480702400000001071e+05
1.588500000000000122e-06,5.311375737500002142e+05
1.588999999999999948e-06,5.187315925000000279e+05
1.589499999999999986e-06,5.187825087500000373e+05
1.590000000000000023e-06,5.325269999999994179e+05
1.590500000000000061e-06,5.484215337499994785e+05
1.590999999999999887e-06,5.607359924999993527e+05
1.591499999999999924e-06,5.655240037499999162e+05
1.592000000000000174e-06,5.673359799999999814e+05
1.592499999999999999e-06,5.670675125000000698e+05
1.593000000000000037e-06,5.673004099999999162e+05
1.593499999999999863e-06,5.674137387499999022e+05
1.594000000000000112e-06,5.665653549999999814e+05
1.594499999999999938e-06,5.649187762499998789e+05
1.594999999999999975e-06,5.631260374999999767e+05
1.595500000000000013e-06,5.619576087499998976e+05
1.596000000000000051e-06,5.585784199999998091e+05
1.596500000000000088e-06,5.541447237499997718e+05
1.596999999999999914e-06,5.493222274999998044e+05
1.597499999999999952e-06,5.476317187500000000e+05
1.597999999999999989e-06,5.470032999999999302e+05
1.598500000000000027e-06,5.438689749999999767e+05
1.599000000000000064e-06,5.356050774999998976e+05
1.599499999999999890e-06,5.244347949999999255e+05
1.600000000000000139e-06,5.126090000000000000e+05
1.600499999999999965e-06,5.002197925000000978e+05
1.601000000000000003e-06,4.873848450000002049e+05
1.601499999999999829e-06,4.737115175000002491e+05
1.602000000000000078e-06,4.645214400000001187e+05
1.602500000000000115e-06,4.588153937500000466e+05
1.602999999999999941e-06,4.580794225000000442e+05
1.603499999999999979e-06,4.593792324999998673e+05
1.604000000000000016e-06,4.625440799999995506e+05
1.604500000000000054e-06,4.710920587499994435e+05
1.604999999999999880e-06,4.829148624999989988e+05
1.605499999999999917e-06,4.971820924999993877e+05
1.606000000000000167e-06,5.046185100000007078e+05
1.606499999999999992e-06,5.037882087499993504e+05
1.607000000000000030e-06,4.954338624999993481e+05
1.607499999999999856e-06,4.867814062499994179e+05
1.608000000000000105e-06,4.800729799999996903e+05
1.608500000000000143e-06,4.753159474999997183e+05
1.608999999999999968e-06,4.706085049999997718e+05
1.609500000000000006e-06,4.654267099999997881e+05
1.610000000000000044e-06,4.597187999999998137e+05
1.610500000000000081e-06,4.492759174999996903e+05
1.610999999999999907e-06,4.392684624999997905e+05
1.611499999999999945e-06,4.300208812499998603e+05
1.612000000000000194e-06,4.351852000000000698e+05
1.612500000000000020e-06,4.465103750000000000e+05
1.613000000000000057e-06,4.648640299999998533e+05
1.613499999999999883e-06,4.794412287499997765e+05
1.614000000000000132e-06,4.910747499999998254e+05
1.614499999999999958e-06,4.988444374999997672e+05
1.614999999999999996e-06,5.041801124999998137e+05
1.615500000000000033e-06,5.082423549999999232e+05
1.616000000000000071e-06,5.106995599999998813e+05
1.616500000000000108e-06,5.117509187499999534e+05
1.616999999999999934e-06,5.126584424999999464e+05
1.617499999999999972e-06,5.137091687499999534e+05
1.618000000000000009e-06,5.146971799999999348e+05
1.618500000000000047e-06,5.152845837499999907e+05
1.619000000000000084e-06,5.150723225000000093e+05
1.619499999999999910e-06,5.153988112500000279e+05
1.620000000000000160e-06,5.159658000000000466e+05
1.620499999999999985e-06,5.168049262500000768e+05
1.621000000000000023e-06,5.167881975000000093e+05
1.621499999999999849e-06,5.164372537499999744e+05
1.622000000000000098e-06,5.158084049999999697e+05
1.622500000000000136e-06,5.153243437500000000e+05
1.622999999999999961e-06,5.147923199999999488e+05
1.623499999999999999e-06,5.139882399999999907e+05
1.624000000000000037e-06,5.128994699999999721e+05
1.624500000000000074e-06,5.117579400000000023e+05
1.624999999999999900e-06,5.107740000000000000e+05
1.625499999999999938e-06,5.097474224999999860e+05
1.625999999999999975e-06,5.087379899999999907e+05
1.626500000000000013e-06,5.078611725000000442e+05
1.627000000000000050e-06,5.071156575000000303e+05
1.627499999999999876e-06,5.062532250000000349e+05
1.627999999999999914e-06,5.045895200000000768e+05
1.628500000000000163e-06,5.030639262500000768e+05
1.628999999999999989e-06,5.018325899999999674e+05
1.629500000000000026e-06,5.018299449999999488e+05
1.629999999999999852e-06,5.006381500000000815e+05
1.630500000000000101e-06,4.986817412500001956e+05
1.630999999999999927e-06,4.960347574999997742e+05
1.631499999999999965e-06,4.949532862500000047e+05
1.631999999999999791e-06,4.946164999999998254e+05
1.632500000000000040e-06,4.924013124999998254e+05
1.633000000000000078e-06,4.896099349999998230e+05
1.633499999999999903e-06,4.867746975000001257e+05
1.633999999999999941e-06,4.879027900000000955e+05
1.634499999999999978e-06,4.880970299999999697e+05
1.635000000000000016e-06,4.873942624999998370e+05
1.635500000000000054e-06,4.835371912499998580e+05
1.635999999999999879e-06,4.817713599999999860e+05
1.636500000000000129e-06,4.817275462500000140e+05
1.636999999999999955e-06,4.808421325000000070e+05
1.637499999999999992e-06,4.775845000000000000e+05
1.637999999999999818e-06,4.721653800000000047e+05
1.638500000000000067e-06,4.706286350000000093e+05
1.639000000000000105e-06,4.694600000000000000e+05
1.639499999999999931e-06,4.686665000000000000e+05
1.639999999999999968e-06,4.569172500000004075e+05
1.640500000000000006e-06,4.420641475000007194e+05
1.641000000000000043e-06,4.239339950000008103e+05
1.641499999999999869e-06,4.196183250000001863e+05
1.641999999999999907e-06,4.215483999999994412e+05
1.642500000000000156e-06,4.304884999999993597e+05
1.642999999999999982e-06,4.370166449999994948e+05
1.643500000000000019e-06,4.440459687500006985e+05
1.643999999999999845e-06,4.519975000000006403e+05
1.644500000000000094e-06,4.582318612500004820e+05
1.644999999999999920e-06,4.598360374999996275e+05
1.645499999999999958e-06,4.546670462499996647e+05
1.645999999999999995e-06,4.505475449999998091e+05
1.646500000000000033e-06,4.501655037500002654e+05
1.647000000000000071e-06,4.558515925000002026e+05
1.647499999999999896e-06,4.555987937499999534e+05
1.647999999999999934e-06,4.515520299999997369e+05
1.648499999999999971e-06,4.422026162499997881e+05
1.649000000000000009e-06,4.400793499999999767e+05
1.649500000000000047e-06,4.412713950000000186e+05
1.649999999999999872e-06,4.464265000000000000e+05
1.650500000000000122e-06,4.451954037499999977e+05
1.650999999999999948e-06,4.418507925000000396e+05
1.651499999999999985e-06,4.370388762500000885e+05
1.651999999999999811e-06,4.403020399999998626e+05
1.652500000000000060e-06,4.452676687499998952e+05
1.653000000000000098e-06,4.489329774999998626e+05
1.653499999999999924e-06,4.468142287500001839e+05
1.653999999999999961e-06,4.439011549999999697e+05
1.654499999999999999e-06,4.440380337500000023e+05
1.655000000000000036e-06,4.464773749999997672e+05
1.655500000000000074e-06,4.484873912500001607e+05
1.655999999999999900e-06,4.461908699999998207e+05
1.656500000000000149e-06,4.426804087499996531e+05
1.656999999999999975e-06,4.398714175000001560e+05
1.657500000000000012e-06,4.418148312500001630e+05
1.657999999999999838e-06,4.451801200000002282e+05
1.658500000000000087e-06,4.485588187500000349e+05
1.659000000000000125e-06,4.489787125000000233e+05
1.659499999999999951e-06,4.480011874999999418e+05
1.659999999999999988e-06,4.465497000000000116e+05
1.660500000000000026e-06,4.464154662499999977e+05
1.661000000000000064e-06,4.452892024999999558e+05
1.661499999999999889e-06,4.431663512499999488e+05
1.661999999999999927e-06,4.380370349999999744e+05
1.662500000000000176e-06,4.351624062500000000e+05
1.663000000000000002e-06,4.341463674999999930e+05
1.663500000000000040e-06,4.370300787499999860e+05
1.663999999999999865e-06,4.388915999999999767e+05
1.664500000000000115e-06,4.389373275000003632e+05
1.664999999999999941e-06,4.258326750000004540e+05
1.665499999999999978e-06,4.040476787500011851e+05
1.666000000000000016e-06,3.766052550000004703e+05
1.666500000000000053e-06,3.674092512500004959e+05
1.667000000000000091e-06,3.737369699999988079e+05
1.667499999999999917e-06,3.931909374999988358e+05
1.667999999999999954e-06,4.104694000000016531e+05
1.668499999999999992e-06,4.212183850000004168e+05
1.669000000000000029e-06,4.258306150000001071e+05
1.669500000000000067e-06,4.267867825000000885e+05
1.669999999999999893e-06,4.275755750000000698e+05
1.670500000000000142e-06,4.281911987500000396e+05
1.670999999999999968e-06,4.266364024999999092e+05
1.671500000000000005e-06,4.238607224999997998e+05
1.671999999999999831e-06,4.197437799999998533e+05
1.672500000000000080e-06,4.179725624999999418e+05
1.673000000000000118e-06,4.183307825000000885e+05
1.673499999999999944e-06,4.212330087500000373e+05
1.673999999999999981e-06,4.201598750000000000e+05
1.674500000000000019e-06,4.168407712499989429e+05
1.675000000000000057e-06,4.108081875000000000e+05
1.675500000000000094e-06,4.080926787499996135e+05
1.675999999999999920e-06,4.066136599999999744e+05
1.676500000000000169e-06,4.065085212499999907e+05
1.676999999999999995e-06,4.044502600000000675e+05
1.677500000000000033e-06,4.023209999999997672e+05
1.677999999999999858e-06,4.005224000000000815e+05
1.678500000000000108e-06,4.031745250000004307e+05
1.679000000000000145e-06,4.065399074999997974e+05
1.679499999999999971e-06,4.098415287500003469e+05
1.680000000000000009e-06,4.049470500000004540e+05
1.680500000000000046e-06,3.956307287499985541e+05
1.681000000000000084e-06,3.804266075000012643e+05
1.681499999999999910e-06,3.738051862499996205e+05
1.681999999999999947e-06,3.742476099999987637e+05
1.682500000000000197e-06,3.866777875000008498e+05
1.683000000000000022e-06,3.959015349999991013e+05
1.683500000000000060e-06,4.006036587499997113e+05
1.683999999999999886e-06,3.955047600000006496e+05
1.684500000000000135e-06,3.918294112499998882e+05
1.684999999999999961e-06,3.910266249999991269e+05
1.685499999999999998e-06,3.976457375000001630e+05
1.686000000000000036e-06,4.018005649999994785e+05
1.686500000000000074e-06,4.031666599999999162e+05
1.687000000000000111e-06,3.978660799999990850e+05
1.687499999999999937e-06,3.941367500000000582e+05
1.687999999999999974e-06,3.923034100000005565e+05
1.688499999999999800e-06,3.955812262499999488e+05
1.689000000000000050e-06,3.965535549999999348e+05
1.689500000000000087e-06,3.952953412500001141e+05
1.689999999999999913e-06,3.884203249999990221e+05
1.690499999999999951e-06,3.809960700000002980e+05
1.690999999999999988e-06,3.741139749999997439e+05
1.691500000000000026e-06,3.720045875000001397e+05
1.691999999999999851e-06,3.750729600000006612e+05
1.692499999999999889e-06,3.811751812499995576e+05
1.693000000000000138e-06,3.877037025000006543e+05
1.693499999999999964e-06,3.898713200000000652e+05
1.694000000000000002e-06,3.889709649999997346e+05
1.694499999999999828e-06,3.854405512500003679e+05
1.695000000000000077e-06,3.851287125000001397e+05
1.695499999999999903e-06,3.870065474999999278e+05
1.695999999999999940e-06,3.878278200000000652e+05
1.696499999999999978e-06,3.812096137500015320e+05
1.697000000000000015e-06,3.688957649999996065e+05
1.697500000000000053e-06,3.588196375000014086e+05
1.697999999999999879e-06,3.593044050000002608e+05
1.698499999999999916e-06,3.688671249999987776e+05
1.699000000000000166e-06,3.771327500000001164e+05
1.699499999999999991e-06,3.794882037499994040e+05
1.700000000000000029e-06,3.762170000000000000e+05
